0.098	 0 0 0.346093 0.433013 1 1 1.15391 0.433013
0.099	 0 0 0.346134 0.433013 1 1 1.15387 0.433013
0.1	 0 0 0.346173 0.433013 1 1 1.15383 0.433013
0.101	 0 0 0.346211 0.433013 1 1 1.15379 0.433013
0.102	 0 0 0.346247 0.433013 1 1 1.15375 0.433013
0.103	 0 0 0.346282 0.433013 1 1 1.15372 0.433013
0.104	 0 0 0.346316 0.433013 1 1 1.15368 0.433013
0.105	 0 0 0.346348 0.433013 1 1 1.15365 0.433013
0.106	 0 0 0.34638 0.433013 1 1 1.15362 0.433013
0.107	 0 0 0.34641 0.433013 1 1 1.15359 0.433013
0.108	 0 0 0.346439 0.433013 1 1 1.15356 0.433013
0.109	 0 0 0.346467 0.433013 1 1 1.15353 0.433013
0.11	 0 0 0.346493 0.433013 1 1 1.15351 0.433013
0.111	 0 0 0.346519 0.433013 1 1 1.15348 0.433013
0.112	 0 0 0.346544 0.433013 1 1 1.15346 0.433013
0.113	 0 0 0.346567 0.433013 1 1 1.15343 0.433013
0.114	 0 0 0.34659 0.433013 1 1 1.15341 0.433013
0.115	 0 0 0.346611 0.433013 1 1 1.15339 0.433013
0.116	 0 0 0.346632 0.433013 1 1 1.15337 0.433013
0.117	 0 0 0.346651 0.433013 1 1 1.15335 0.433013
0.118	 0 0 0.34667 0.433013 1 1 1.15333 0.433013
0.119	 0 0 0.346688 0.433013 1 1 1.15331 0.433013
0.12	 0 0 0.346705 0.433013 1 1 1.1533 0.433013
0.121	 0 0 0.346721 0.433013 1 1 1.15328 0.433013
0.122	 0 0 0.346736 0.433013 1 1 1.15326 0.433013
0.123	 0 0 0.34675 0.433013 1 1 1.15325 0.433013
0.124	 0 0 0.346764 0.433013 1 1 1.15324 0.433013
0.125	 0 0 0.346776 0.433013 1 1 1.15322 0.433013
0.126	 0 0 0.346788 0.433013 1 1 1.15321 0.433013
0.127	 0 0 0.3468 0.433013 1 1 1.1532 0.433013
0.128	 0 0 0.34681 0.433013 1 1 1.15319 0.433013
0.129	 0 0 0.34682 0.433013 1 1 1.15318 0.433013
0.13	 0 0 0.346829 0.433013 1 1 1.15317 0.433013
0.131	 0 0 0.346837 0.433013 1 1 1.15316 0.433013
0.132	 0 0 0.346845 0.433013 1 1 1.15316 0.433013
0.133	 0 0 0.346852 0.433013 1 1 1.15315 0.433013
0.134	 0 0 0.346858 0.433013 1 1 1.15314 0.433013
0.135	 0 0 0.346864 0.433013 1 1 1.15314 0.433013
0.136	 0 0 0.34687 0.433013 1 1 1.15313 0.433013
0.137	 0 0 0.346874 0.433013 1 1 1.15313 0.433013
0.138	 0 0 0.346878 0.433013 1 1 1.15312 0.433013
0.139	 0 0 0.346882 0.433013 1 1 1.15312 0.433013
0.14	 0 0 0.346885 0.433013 1 1 1.15312 0.433013
0.141	 0 0 0.346887 0.433013 1 1 1.15311 0.433013
0.142	 0 0 0.346889 0.433013 1 1 1.15311 0.433013
0.143	 0 0 0.34689 0.433013 1 1 1.15311 0.433013
0.144	 0 0 0.346891 0.433013 1 1 1.15311 0.433013
0.145	 0 0 0.346892 0.433013 1 1 1.15311 0.433013
0.146	 0 0 0.346892 0.433013 1 1 1.15311 0.433013
0.147	 0 0 0.346891 0.433013 1 1 1.15311 0.433013
0.148	 0 0 0.34689 0.433013 1 1 1.15311 0.433013
0.149	 0 0 0.346889 0.433013 1 1 1.15311 0.433013
0.15	 0 0 0.346887 0.433013 1 1 1.15311 0.433013
0.151	 0 0 0.346885 0.433013 1 1 1.15312 0.433013
0.152	 0 0 0.346882 0.433013 1 1 1.15312 0.433013
0.153	 0 0 0.346879 0.433013 1 1 1.15312 0.433013
0.154	 0 0 0.346876 0.433013 1 1 1.15312 0.433013
0.155	 0 0 0.346872 0.433013 1 1 1.15313 0.433013
0.156	 0 0 0.346868 0.433013 1 1 1.15313 0.433013
0.157	 0 0 0.346863 0.433013 1 1 1.15314 0.433013
0.158	 0 0 0.346858 0.433013 1 1 1.15314 0.433013
0.159	 0 0 0.346853 0.433013 1 1 1.15315 0.433013
0.16	 0 0 0.346848 0.433013 1 1 1.15315 0.433013
0.161	 0 0 0.346842 0.433013 1 1 1.15316 0.433013
0.162	 0 0 0.346836 0.433013 1 1 1.15316 0.433013
0.163	 0 0 0.346829 0.433013 1 1 1.15317 0.433013
0.164	 0 0 0.346823 0.433013 1 1 1.15318 0.433013
0.165	 0 0 0.346816 0.433013 1 1 1.15318 0.433013
0.166	 0 0 0.346808 0.433013 1 1 1.15319 0.433013
0.167	 0 0 0.346801 0.433013 1 1 1.1532 0.433013
0.168	 0 0 0.346793 0.433013 1 1 1.15321 0.433013
0.169	 0 0 0.346785 0.433013 1 1 1.15321 0.433013
0.17	 0 0 0.346777 0.433013 1 1 1.15322 0.433013
0.171	 0 0 0.346768 0.433013 1 1 1.15323 0.433013
0.172	 0 0 0.346759 0.433013 1 1 1.15324 0.433013
0.173	 0 0 0.34675 0.433013 1 1 1.15325 0.433013
0.174	 0 0 0.346741 0.433013 1 1 1.15326 0.433013
0.175	 0 0 0.346732 0.433013 1 1 1.15327 0.433013
0.176	 0 0 0.346722 0.433013 1 1 1.15328 0.433013
0.177	 0 0 0.346712 0.433013 1 1 1.15329 0.433013
0.178	 0 0 0.346702 0.433013 1 1 1.1533 0.433013
0.179	 0 0 0.346692 0.433013 1 1 1.15331 0.433013
0.18	 0 0 0.346682 0.433013 1 1 1.15332 0.433013
0.181	 0 0 0.346671 0.433013 1 1 1.15333 0.433013
0.182	 0 0 0.34666 0.433013 1 1 1.15334 0.433013
0.183	 0 0 0.346649 0.433013 1 1 1.15335 0.433013
0.184	 0 0 0.346638 0.433013 1 1 1.15336 0.433013
0.185	 0 0 0.346627 0.433013 1 1 1.15337 0.433013
0.186	 0 0 0.346616 0.433013 1 1 1.15338 0.433013
0.187	 0 0 0.346604 0.433013 1 1 1.1534 0.433013
0.188	 0 0 0.346592 0.433013 1 1 1.15341 0.433013
0.189	 0 0 0.346581 0.433013 1 1 1.15342 0.433013
0.19	 0 0 0.346569 0.433013 1 1 1.15343 0.433013
0.191	 0 0 0.346557 0.433013 1 1 1.15344 0.433013
0.192	 0 0 0.346544 0.433013 1 1 1.15346 0.433013
0.193	 0 0 0.346532 0.433013 1 1 1.15347 0.433013
0.194	 0 0 0.34652 0.433013 1 1 1.15348 0.433013
0.195	 0 0 0.346507 0.433013 1 1 1.15349 0.433013
0.196	 0 0 0.346494 0.433013 1 1 1.15351 0.433013
0.197	 0 0 0.346482 0.433013 1 1 1.15352 0.433013
0.198	 0 0 0.346469 0.433013 1 1 1.15353 0.433013
0.199	 0 0 0.346456 0.433013 1 1 1.15354 0.433013
0.2	 0 0 0.346443 0.433013 1 1 1.15356 0.433013
0.201	 0 0 0.34643 0.433013 1 1 1.15357 0.433013
0.202	 0 0 0.346417 0.433013 1 1 1.15358 0.433013
0.203	 0 0 0.346403 0.433013 1 1 1.1536 0.433013
0.204	 0 0 0.34639 0.433013 1 1 1.15361 0.433013
0.205	 0 0 0.346376 0.433013 1 1 1.15362 0.433013
0.206	 0 0 0.346363 0.433013 1 1 1.15364 0.433013
0.207	 0 0 0.346349 0.433013 1 1 1.15365 0.433013
0.208	 0 0 0.346336 0.433013 1 1 1.15366 0.433013
0.209	 0 0 0.346322 0.433013 1 1 1.15368 0.433013
0.21	 0 0 0.346308 0.433013 1 1 1.15369 0.433013
0.211	 0 0 0.346294 0.433013 1 1 1.15371 0.433013
0.212	 0 0 0.346281 0.433013 1 1 1.15372 0.433013
0.213	 0 0 0.346267 0.433013 1 1 1.15373 0.433013
0.214	 0 0 0.346253 0.433013 1 1 1.15375 0.433013
0.215	 0 0 0.346239 0.433013 1 1 1.15376 0.433013
0.216	 0 0 0.346225 0.433013 1 1 1.15378 0.433013
0.217	 0 0 0.34621 0.433013 1 1 1.15379 0.433013
0.218	 0 0 0.346196 0.433013 1 1 1.1538 0.433013
0.219	 0 0 0.346182 0.433013 1 1 1.15382 0.433013
0.22	 0 0 0.346168 0.433013 1 1 1.15383 0.433013
0.221	 0 0 0.346154 0.433013 1 1 1.15385 0.433013
0.222	 0 0 0.346139 0.433013 1 1 1.15386 0.433013
0.223	 0 0 0.346125 0.433013 1 1 1.15387 0.433013
0.224	 0 0 0.346111 0.433013 1 1 1.15389 0.433013
0.225	 0 0 0.346096 0.433013 1 1 1.1539 0.433013
0.226	 0 0 0.346082 0.433013 1 1 1.15392 0.433013
0.227	 0 0 0.346068 0.433013 1 1 1.15393 0.433013
0.228	 0 0 0.346053 0.433013 1 1 1.15395 0.433013
0.229	 0 0 0.346039 0.433013 1 1 1.15396 0.433013
0.23	 0 0 0.346024 0.433013 1 1 1.15398 0.433013
0.231	 0 0 0.34601 0.433013 1 1 1.15399 0.433013
0.232	 0 0 0.345995 0.433013 1 1 1.154 0.433013
0.233	 0 0 0.345981 0.433013 1 1 1.15402 0.433013
0.234	 0 0 0.345967 0.433013 1 1 1.15403 0.433013
0.235	 0 0 0.345952 0.433013 1 1 1.15405 0.433013
0.236	 0 0 0.345938 0.433013 1 1 1.15406 0.433013
0.237	 0 0 0.345923 0.433013 1 1 1.15408 0.433013
0.238	 0 0 0.345909 0.433013 1 1 1.15409 0.433013
0.239	 0 0 0.345894 0.433013 1 1 1.15411 0.433013
0.24	 0 0 0.34588 0.433013 1 1 1.15412 0.433013
0.241	 0 0 0.345865 0.433013 1 1 1.15413 0.433013
0.242	 0 0 0.345851 0.433013 1 1 1.15415 0.433013
0.243	 0 0 0.345836 0.433013 1 1 1.15416 0.433013
0.244	 0 0 0.345822 0.433013 1 1 1.15418 0.433013
0.245	 0 0 0.345807 0.433013 1 1 1.15419 0.433013
0.246	 0 0 0.345793 0.433013 1 1 1.15421 0.433013
0.247	 0 0 0.345778 0.433013 1 1 1.15422 0.433013
0.248	 0 0 0.345764 0.433013 1 1 1.15424 0.433013
0.249	 0 0 0.34575 0.433013 1 1 1.15425 0.433013
0.25	 0 0 0.345735 0.433013 1 1 1.15426 0.433013
0.251	 0 0 0.345721 0.433013 1 1 1.15428 0.433013
0.252	 0 0 0.345706 0.433013 1 1 1.15429 0.433013
0.253	 0 0 0.345692 0.433013 1 1 1.15431 0.433013
0.254	 0 0 0.345678 0.433013 1 1 1.15432 0.433013
0.255	 0 0 0.345663 0.433013 1 1 1.15434 0.433013
0.256	 0 0 0.345649 0.433013 1 1 1.15435 0.433013
0.257	 0 0 0.345635 0.433013 1 1 1.15437 0.433013
0.258	 0 0 0.345621 0.433013 1 1 1.15438 0.433013
0.259	 0 0 0.345606 0.433013 1 1 1.15439 0.433013
0.26	 0 0 0.345592 0.433013 1 1 1.15441 0.433013
0.261	 0 0 0.345578 0.433013 1 1 1.15442 0.433013
0.262	 0 0 0.345564 0.433013 1 1 1.15444 0.433013
0.263	 0 0 0.34555 0.433013 1 1 1.15445 0.433013
0.264	 0 0 0.345536 0.433013 1 1 1.15446 0.433013
0.265	 0 0 0.345521 0.433013 1 1 1.15448 0.433013
0.266	 0 0 0.345507 0.433013 1 1 1.15449 0.433013
0.267	 0 0 0.345493 0.433013 1 1 1.15451 0.433013
0.268	 0 0 0.345479 0.433013 1 1 1.15452 0.433013
0.269	 0 0 0.345465 0.433013 1 1 1.15453 0.433013
0.27	 0 0 0.345451 0.433013 1 1 1.15455 0.433013
0.271	 0 0 0.345438 0.433013 1 1 1.15456 0.433013
0.272	 0 0 0.345424 0.433013 1 1 1.15458 0.433013
0.273	 0 0 0.34541 0.433013 1 1 1.15459 0.433013
0.274	 0 0 0.345396 0.433013 1 1 1.1546 0.433013
0.275	 0 0 0.345382 0.433013 1 1 1.15462 0.433013
0.276	 0 0 0.345369 0.433013 1 1 1.15463 0.433013
0.277	 0 0 0.345355 0.433013 1 1 1.15465 0.433013
0.278	 0 0 0.345341 0.433013 1 1 1.15466 0.433013
0.279	 0 0 0.345328 0.433013 1 1 1.15467 0.433013
0.28	 0 0 0.345314 0.433013 1 1 1.15469 0.433013
0.281	 0 0 0.3453 0.433013 1 1 1.1547 0.433013
0.282	 0 0 0.345287 0.433013 1 1 1.15471 0.433013
0.283	 0 0 0.345273 0.433013 1 1 1.15473 0.433013
0.284	 0 0 0.34526 0.433013 1 1 1.15474 0.433013
0.285	 0 0 0.345246 0.433013 1 1 1.15475 0.433013
0.286	 0 0 0.345233 0.433013 1 1 1.15477 0.433013
0.287	 0 0 0.34522 0.433013 1 1 1.15478 0.433013
0.288	 0 0 0.345206 0.433013 1 1 1.15479 0.433013
0.289	 0 0 0.345193 0.433013 1 1 1.15481 0.433013
0.29	 0 0 0.34518 0.433013 1 1 1.15482 0.433013
0.291	 0 0 0.345167 0.433013 1 1 1.15483 0.433013
0.292	 0 0 0.345154 0.433013 1 1 1.15485 0.433013
0.293	 0 0 0.34514 0.433013 1 1 1.15486 0.433013
0.294	 0 0 0.345127 0.433013 1 1 1.15487 0.433013
0.295	 0 0 0.345114 0.433013 1 1 1.15489 0.433013
0.296	 0 0 0.345101 0.433013 1 1 1.1549 0.433013
0.297	 0 0 0.345088 0.433013 1 1 1.15491 0.433013
0.298	 0 0 0.345076 0.433013 1 1 1.15492 0.433013
0.299	 0 0 0.345063 0.433013 1 1 1.15494 0.433013
0.3	 0 0 0.34505 0.433013 1 1 1.15495 0.433013
0.301	 0 0 0.345037 0.433013 1 1 1.15496 0.433013
0.302	 0 0 0.345024 0.433013 1 1 1.15498 0.433013
0.303	 0 0 0.345012 0.433013 1 1 1.15499 0.433013
0.304	 0 0 0.344999 0.433013 1 1 1.155 0.433013
0.305	 0 0 0.344986 0.433013 1 1 1.15501 0.433013
0.306	 0 0 0.344974 0.433013 1 1 1.15503 0.433013
0.307	 0 0 0.344961 0.433013 1 1 1.15504 0.433013
0.308	 0 0 0.344949 0.433013 1 1 1.15505 0.433013
0.309	 0 0 0.344936 0.433013 1 1 1.15506 0.433013
0.31	 0 0 0.344924 0.433013 1 1 1.15508 0.433013
0.311	 0 0 0.344912 0.433013 1 1 1.15509 0.433013
0.312	 0 0 0.344899 0.433013 1 1 1.1551 0.433013
0.313	 0 0 0.344887 0.433013 1 1 1.15511 0.433013
0.314	 0 0 0.344875 0.433013 1 1 1.15513 0.433013
0.315	 0 0 0.344863 0.433013 1 1 1.15514 0.433013
0.316	 0 0 0.34485 0.433013 1 1 1.15515 0.433013
0.317	 0 0 0.344838 0.433013 1 1 1.15516 0.433013
0.318	 0 0 0.344826 0.433013 1 1 1.15517 0.433013
0.319	 0 0 0.344814 0.433013 1 1 1.15519 0.433013
0.32	 0 0 0.344802 0.433013 1 1 1.1552 0.433013
0.321	 0 0 0.34479 0.433013 1 1 1.15521 0.433013
0.322	 0 0 0.344779 0.433013 1 1 1.15522 0.433013
0.323	 0 0 0.344767 0.433013 1 1 1.15523 0.433013
0.324	 0 0 0.344755 0.433013 1 1 1.15525 0.433013
0.325	 0 0 0.344743 0.433013 1 1 1.15526 0.433013
0.326	 0 0 0.344732 0.433013 1 1 1.15527 0.433013
0.327	 0 0 0.34472 0.433013 1 1 1.15528 0.433013
0.328	 0 0 0.344708 0.433013 1 1 1.15529 0.433013
0.329	 0 0 0.344697 0.433013 1 1 1.1553 0.433013
0.33	 0 0 0.344685 0.433013 1 1 1.15531 0.433013
0.331	 0 0 0.344674 0.433013 1 1 1.15533 0.433013
0.332	 0 0 0.344662 0.433013 1 1 1.15534 0.433013
0.333	 0 0 0.344651 0.433013 1 1 1.15535 0.433013
0.334	 0 0 0.34464 0.433013 1 1 1.15536 0.433013
0.335	 0 0 0.344628 0.433013 1 1 1.15537 0.433013
0.336	 0 0 0.344617 0.433013 1 1 1.15538 0.433013
0.337	 0 0 0.344606 0.433013 1 1 1.15539 0.433013
0.338	 0 0 0.344595 0.433013 1 1 1.15541 0.433013
0.339	 0 0 0.344584 0.433013 1 1 1.15542 0.433013
0.34	 0 0 0.344572 0.433013 1 1 1.15543 0.433013
0.341	 0 0 0.344561 0.433013 1 1 1.15544 0.433013
0.342	 0 0 0.34455 0.433013 1 1 1.15545 0.433013
0.343	 0 0 0.34454 0.433013 1 1 1.15546 0.433013
0.344	 0 0 0.344529 0.433013 1 1 1.15547 0.433013
0.345	 0 0 0.344518 0.433013 1 1 1.15548 0.433013
0.346	 0 0 0.344507 0.433013 1 1 1.15549 0.433013
0.347	 0 0 0.344496 0.433013 1 1 1.1555 0.433013
0.348	 0 0 0.344485 0.433013 1 1 1.15551 0.433013
0.349	 0 0 0.344475 0.433013 1 1 1.15553 0.433013
0.35	 0 0 0.344464 0.433013 1 1 1.15554 0.433013
0.351	 0 0 0.344454 0.433013 1 1 1.15555 0.433013
0.352	 0 0 0.344443 0.433013 1 1 1.15556 0.433013
0.353	 0 0 0.344433 0.433013 1 1 1.15557 0.433013
0.354	 0 0 0.344422 0.433013 1 1 1.15558 0.433013
0.355	 0 0 0.344412 0.433013 1 1 1.15559 0.433013
0.356	 0 0 0.344401 0.433013 1 1 1.1556 0.433013
0.357	 0 0 0.344391 0.433013 1 1 1.15561 0.433013
0.358	 0 0 0.344381 0.433013 1 1 1.15562 0.433013
0.359	 0 0 0.34437 0.433013 1 1 1.15563 0.433013
0.36	 0 0 0.34436 0.433013 1 1 1.15564 0.433013
0.361	 0 0 0.34435 0.433013 1 1 1.15565 0.433013
0.362	 0 0 0.34434 0.433013 1 1 1.15566 0.433013
0.363	 0 0 0.34433 0.433013 1 1 1.15567 0.433013
0.364	 0 0 0.34432 0.433013 1 1 1.15568 0.433013
0.365	 0 0 0.34431 0.433013 1 1 1.15569 0.433013
0.366	 0 0 0.3443 0.433013 1 1 1.1557 0.433013
0.367	 0 0 0.34429 0.433013 1 1 1.15571 0.433013
0.368	 0 0 0.34428 0.433013 1 1 1.15572 0.433013
0.369	 0 0 0.34427 0.433013 1 1 1.15573 0.433013
0.37	 0 0 0.344261 0.433013 1 1 1.15574 0.433013
0.371	 0 0 0.344251 0.433013 1 1 1.15575 0.433013
0.372	 0 0 0.344241 0.433013 1 1 1.15576 0.433013
0.373	 0 0 0.344231 0.433013 1 1 1.15577 0.433013
0.374	 0 0 0.344222 0.433013 1 1 1.15578 0.433013
0.375	 0 0 0.344212 0.433013 1 1 1.15579 0.433013
0.376	 0 0 0.344203 0.433013 1 1 1.1558 0.433013
0.377	 0 0 0.344193 0.433013 1 1 1.15581 0.433013
0.378	 0 0 0.344184 0.433013 1 1 1.15582 0.433013
0.379	 0 0 0.344174 0.433013 1 1 1.15583 0.433013
0.38	 0 0 0.344165 0.433013 1 1 1.15583 0.433013
0.381	 0 0 0.344156 0.433013 1 1 1.15584 0.433013
0.382	 0 0 0.344147 0.433013 1 1 1.15585 0.433013
0.383	 0 0 0.344137 0.433013 1 1 1.15586 0.433013
0.384	 0 0 0.344128 0.433013 1 1 1.15587 0.433013
0.385	 0 0 0.344119 0.433013 1 1 1.15588 0.433013
0.386	 0 0 0.34411 0.433013 1 1 1.15589 0.433013
0.387	 0 0 0.344101 0.433013 1 1 1.1559 0.433013
0.388	 0 0 0.344092 0.433013 1 1 1.15591 0.433013
0.389	 0 0 0.344083 0.433013 1 1 1.15592 0.433013
0.39	 0 0 0.344074 0.433013 1 1 1.15593 0.433013
0.391	 0 0 0.344065 0.433013 1 1 1.15594 0.433013
0.392	 0 0 0.344056 0.433013 1 1 1.15594 0.433013
0.393	 0 0 0.344047 0.433013 1 1 1.15595 0.433013
0.394	 0 0 0.344038 0.433013 1 1 1.15596 0.433013
0.395	 0 0 0.34403 0.433013 1 1 1.15597 0.433013
0.396	 0 0 0.344021 0.433013 1 1 1.15598 0.433013
0.397	 0 0 0.344012 0.433013 1 1 1.15599 0.433013
0.398	 0 0 0.344004 0.433013 1 1 1.156 0.433013
0.399	 0 0 0.343995 0.433013 1 1 1.15601 0.433013
0.4	 0 0 0.343986 0.433013 1 1 1.15601 0.433013
0.401	 0 0 0.343978 0.433013 1 1 1.15602 0.433013
0.402	 0 0 0.343969 0.433013 1 1 1.15603 0.433013
0.403	 0 0 0.343961 0.433013 1 1 1.15604 0.433013
0.404	 0 0 0.343952 0.433013 1 1 1.15605 0.433013
0.405	 0 0 0.343944 0.433013 1 1 1.15606 0.433013
0.406	 0 0 0.343936 0.433013 1 1 1.15606 0.433013
0.407	 0 0 0.343927 0.433013 1 1 1.15607 0.433013
0.408	 0 0 0.343919 0.433013 1 1 1.15608 0.433013
0.409	 0 0 0.343911 0.433013 1 1 1.15609 0.433013
0.41	 0 0 0.343903 0.433013 1 1 1.1561 0.433013
0.411	 0 0 0.343895 0.433013 1 1 1.15611 0.433013
0.412	 0 0 0.343887 0.433013 1 1 1.15611 0.433013
0.413	 0 0 0.343878 0.433013 1 1 1.15612 0.433013
0.414	 0 0 0.34387 0.433013 1 1 1.15613 0.433013
0.415	 0 0 0.343862 0.433013 1 1 1.15614 0.433013
0.416	 0 0 0.343854 0.433013 1 1 1.15615 0.433013
0.417	 0 0 0.343846 0.433013 1 1 1.15615 0.433013
0.418	 0 0 0.343839 0.433013 1 1 1.15616 0.433013
0.419	 0 0 0.343831 0.433013 1 1 1.15617 0.433013
0.42	 0 0 0.343823 0.433013 1 1 1.15618 0.433013
0.421	 0 0 0.343815 0.433013 1 1 1.15618 0.433013
0.422	 0 0 0.343807 0.433013 1 1 1.15619 0.433013
0.423	 0 0 0.3438 0.433013 1 1 1.1562 0.433013
