0	0 0.375 0.433013 1.64644 1 1.125 0.433013 1.77853 
0.001	0 0.373054 0.433013 1.64744 1 1.12695 0.433013 1.77953 
0.002	0 0.370948 0.433013 1.64844 1 1.12905 0.433013 1.78053 
0.003	0 0.368754 0.433013 1.64944 1 1.13125 0.433013 1.78153 
0.004	0 0.366529 0.433013 1.65044 1 1.13347 0.433013 1.78253 
0.005	0 0.364317 0.433013 1.65144 1 1.13568 0.433013 1.78353 
0.006	0 0.362154 0.433013 1.65244 1 1.13785 0.433013 1.78453 
0.007	0 0.360065 0.433013 1.65344 1 1.13993 0.433013 1.78553 
0.008	0 0.358072 0.433013 1.65444 1 1.14193 0.433013 1.78653 
0.009	0 0.356188 0.433013 1.65544 1 1.14381 0.433013 1.78753 
0.01	0 0.354422 0.433013 1.65644 1 1.14558 0.433013 1.78853 
0.011	0 0.35278 0.433013 1.65744 1 1.14722 0.433013 1.78953 
0.012	0 0.351264 0.433013 1.65844 1 1.14874 0.433013 1.79053 
0.013	0 0.349874 0.433013 1.65944 1 1.15013 0.433013 1.79153 
0.014	0 0.348607 0.433013 1.66044 1 1.15139 0.433013 1.79253 
0.015	0 0.347459 0.433013 1.66144 1 1.15254 0.433013 1.79353 
0.016	0 0.346426 0.433013 1.66244 1 1.15357 0.433013 1.79453 
0.017	0 0.345502 0.433013 1.66344 1 1.1545 0.433013 1.79553 
0.018	0 0.34468 0.433013 1.66444 1 1.15532 0.433013 1.79653 
0.019	0 0.343953 0.433013 1.66544 1 1.15605 0.433013 1.79753 
0.02	0 0.343315 0.433013 1.66644 1 1.15669 0.433013 1.79853 
0.021	0 0.342759 0.433013 1.66744 1 1.15724 0.433013 1.79953 
0.022	0 0.342278 0.433013 1.66844 1 1.15772 0.433013 1.80053 
0.023	0 0.341866 0.433013 1.66944 1 1.15813 0.433013 1.80153 
0.024	0 0.341517 0.433013 1.67044 1 1.15848 0.433013 1.80253 
0.025	0 0.341224 0.433013 1.67144 1 1.15878 0.433013 1.80353 
0.026	0 0.340983 0.433013 1.67244 1 1.15902 0.433013 1.80453 
0.027	0 0.340789 0.433013 1.67344 1 1.15921 0.433013 1.80553 
0.028	0 0.340636 0.433013 1.67444 1 1.15936 0.433013 1.80653 
0.029	0 0.340521 0.433013 1.67544 1 1.15948 0.433013 1.80753 
0.03	0 0.340438 0.433013 1.67644 1 1.15956 0.433013 1.80853 
0.031	0 0.340386 0.433013 1.67744 1 1.15961 0.433013 1.80953 
0.032	0 0.34036 0.433013 1.67844 1 1.15964 0.433013 1.81053 
0.033	0 0.340356 0.433013 1.67944 1 1.15964 0.433013 1.81153 
0.034	0 0.340374 0.433013 1.68044 1 1.15963 0.433013 1.81253 
0.035	0 0.340409 0.433013 1.68144 1 1.15959 0.433013 1.81353 
0.036	0 0.34046 0.433013 1.68244 1 1.15954 0.433013 1.81453 
0.037	0 0.340525 0.433013 1.68344 1 1.15948 0.433013 1.81553 
0.038	0 0.340601 0.433013 1.68444 1 1.1594 0.433013 1.81653 
0.039	0 0.340687 0.433013 1.68544 1 1.15931 0.433013 1.81753 
0.04	0 0.340783 0.433013 1.68644 1 1.15922 0.433013 1.81853 
0.041	0 0.340885 0.433013 1.68744 1 1.15911 0.433013 1.81953 
0.042	0 0.340994 0.433013 1.68844 1 1.15901 0.433013 1.82053 
0.043	0 0.341107 0.433013 1.68944 1 1.15889 0.433013 1.82153 
0.044	0 0.341225 0.433013 1.69044 1 1.15877 0.433013 1.82253 
0.045	0 0.341347 0.433013 1.69144 1 1.15865 0.433013 1.82353 
0.046	0 0.34147 0.433013 1.69244 1 1.15853 0.433013 1.82453 
0.047	0 0.341596 0.433013 1.69344 1 1.1584 0.433013 1.82553 
0.048	0 0.341723 0.433013 1.69444 1 1.15828 0.433013 1.82653 
0.049	0 0.341851 0.433013 1.69544 1 1.15815 0.433013 1.82753 
0.05	0 0.341979 0.433013 1.69644 1 1.15802 0.433013 1.82853 
0.051	0 0.342107 0.433013 1.69744 1 1.15789 0.433013 1.82953 
0.052	0 0.342235 0.433013 1.69844 1 1.15777 0.433013 1.83053 
0.053	0 0.342362 0.433013 1.69944 1 1.15764 0.433013 1.83153 
0.054	0 0.342488 0.433013 1.70044 1 1.15751 0.433013 1.83253 
0.055	0 0.342613 0.433013 1.70144 1 1.15739 0.433013 1.83353 
0.056	0 0.342737 0.433013 1.70244 1 1.15726 0.433013 1.83453 
0.057	0 0.342859 0.433013 1.70344 1 1.15714 0.433013 1.83553 
0.058	0 0.342979 0.433013 1.70444 1 1.15702 0.433013 1.83653 
0.059	0 0.343098 0.433013 1.70544 1 1.1569 0.433013 1.83753 
0.06	0 0.343215 0.433013 1.70644 1 1.15679 0.433013 1.83853 
0.061	0 0.343329 0.433013 1.70744 1 1.15667 0.433013 1.83953 
0.062	0 0.343442 0.433013 1.70844 1 1.15656 0.433013 1.84053 
0.063	0 0.343552 0.433013 1.70944 1 1.15645 0.433013 1.84153 
0.064	0 0.343661 0.433013 1.71044 1 1.15634 0.433013 1.84253 
0.065	0 0.343767 0.433013 1.71144 1 1.15623 0.433013 1.84353 
0.066	0 0.343871 0.433013 1.71244 1 1.15613 0.433013 1.84453 
0.067	0 0.343972 0.433013 1.71344 1 1.15603 0.433013 1.84553 
0.068	0 0.344071 0.433013 1.71444 1 1.15593 0.433013 1.84653 
0.069	0 0.344169 0.433013 1.71544 1 1.15583 0.433013 1.84753 
0.07	0 0.344263 0.433013 1.71644 1 1.15574 0.433013 1.84853 
0.071	0 0.344356 0.433013 1.71744 1 1.15564 0.433013 1.84953 
0.072	0 0.344446 0.433013 1.71844 1 1.15555 0.433013 1.85053 
0.073	0 0.344534 0.433013 1.71944 1 1.15547 0.433013 1.85153 
0.074	0 0.34462 0.433013 1.72044 1 1.15538 0.433013 1.85253 
0.075	0 0.344704 0.433013 1.72144 1 1.1553 0.433013 1.85353 
0.076	0 0.344785 0.433013 1.72244 1 1.15521 0.433013 1.85453 
0.077	0 0.344864 0.433013 1.72344 1 1.15514 0.433013 1.85553 
0.078	0 0.344942 0.433013 1.72444 1 1.15506 0.433013 1.85653 
0.079	0 0.345017 0.433013 1.72544 1 1.15498 0.433013 1.85753 
0.08	0 0.34509 0.433013 1.72644 1 1.15491 0.433013 1.85853 
0.081	0 0.345161 0.433013 1.72744 1 1.15484 0.433013 1.85953 
0.082	0 0.34523 0.433013 1.72844 1 1.15477 0.433013 1.86053 
0.083	0 0.345297 0.433013 1.72944 1 1.1547 0.433013 1.86153 
0.084	0 0.345363 0.433013 1.73044 1 1.15464 0.433013 1.86253 
0.085	0 0.345426 0.433013 1.73144 1 1.15457 0.433013 1.86353 
0.086	0 0.345487 0.433013 1.73244 1 1.15451 0.433013 1.86453 
